checkout_id,member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,book_id,title,author,genre,pages,publication_year,publisher,checkout_date,return_date,member_total_checkouts_combined,source
9292,1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-12-28,2025-01-06,2,database
9009,1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,506,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,2025-04-28,2025-05-04,7,database
9064,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,2025-06-12,2025-06-21,19,database
9169,1030,Reem,Osman,,Nasr City,Active,2025-04-01,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-11-25,,16,database
9358,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-07-09,2025-07-24,6,database
9297,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-04-14,,18,database
9214,1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2024-09-24,,4,database
9008,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,520,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,2025-08-11,,18,database
9237,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-02-22,,10,database
9303,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2025-12-23,2026-01-10,10,database
9338,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-07-16,,14,database
9343,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2024-10-04,2024-10-14,9,database
9130,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2025-09-04,2025-09-17,17,database
9192,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-09-26,2025-10-07,18,database
9017,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-08-06,2024-08-11,17,database
9266,1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-06-01,2024-06-15,5,database
9132,1035,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,2025-02-26,2025-03-13,1,database
9015,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-09-02,2025-09-14,18,database
9362,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-03-08,2024-04-07,10,database
9262,1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,524,The Weaver's Daughter,Laila Shokry,Historical,114,2016.0,Cairo Young Readers,2024-02-25,2024-03-22,6,database
9336,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,528,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,2024-04-18,2024-05-15,10,database
9105,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-03-05,2025-03-25,18,database
9055,1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-08-08,2025-08-27,3,database
9183,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2025-03-28,2025-04-10,18,database
9049,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,514,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,2025-09-08,,18,database
9307,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-06-10,2025-07-09,14,database
9166,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-01-15,2024-01-24,6,database
9155,1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-07-12,2025-07-18,3,database
9240,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-07-25,2025-08-24,11,database
9197,1030,Reem,Osman,,Nasr City,Active,2025-04-01,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-11-26,2025-12-01,16,database
9375,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-10-27,2025-11-15,25,database
9114,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2025-03-02,2025-03-17,25,database
9077,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,514,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,2024-07-28,2024-08-12,19,database
9260,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,2025-07-03,2025-07-27,21,database
9059,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,2025-06-28,2025-07-27,7,database
9332,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,522,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,2024-07-03,,8,database
9378,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-09-05,2024-09-21,17,database
9179,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,517,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House,2024-11-19,2024-12-17,18,database
9126,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2024-10-22,2024-10-28,25,database
9072,1007,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-03-05,2025-04-01,4,database
9080,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-03-20,2024-04-18,19,database
9298,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-06-18,2025-07-11,18,database
9087,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,2025-12-03,2025-12-13,7,database
9006,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-06-26,2025-07-01,17,database
9309,1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,511,Winter in Alexandria,Farida Anwar,Historical,117,2016.0,Nile Press,2024-11-24,2024-12-12,6,database
9069,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2024-06-14,2024-07-10,18,database
9216,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-08-07,,11,database
9191,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2024-08-05,2024-08-29,18,database
9013,1002,Fares,Saleh,9.0,Maadi,Active,,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-02-16,2024-02-29,3,database
9061,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2025-04-28,2025-05-20,7,database
9295,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-12-12,2026-01-01,10,database
9363,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-12-23,2025-01-15,10,database
9102,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,502,Desert Compass,Amina Darwish,Adventure,109,2018.0,Delta House,2024-10-05,,18,database
9287,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,532,The Last Bookmark,Samir Zohdy,Friendship,337,2017.0,Oasis Books,2024-04-26,2024-05-23,18,database
9330,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-04-11,2025-05-09,14,database
9178,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,518,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011.0,Delta House,2025-08-21,2025-09-04,17,database
9175,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-03-04,2025-03-27,18,database
9267,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,530,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,2024-12-05,2024-12-20,16,database
9159,1030,Reem,Osman,,Nasr City,Active,2025-04-01,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-12-11,,16,database
9037,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2024-01-02,2024-01-22,19,database
9264,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-01,2025-02-13,7,database
9254,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-10-23,2025-11-07,7,database
9259,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-11-16,2025-11-30,10,database
9010,1009,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-07-22,2025-08-16,2,database
9347,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-07-17,2025-07-31,9,database
9156,1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2025-02-13,2025-03-14,6,database
9147,1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,512,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,2025-10-05,2025-11-01,3,database
9125,1039,Nada,Riad,7.0,Nasr City,active,,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-06-17,,2,database
9168,1030,Reem,Osman,,Nasr City,Active,2025-04-01,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-09-13,2025-09-23,16,database
9270,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,517,Shadows on the Corniche,Hani Nagati,Mystery,338,2015.0,Delta House,2024-12-08,2024-12-30,10,database
9068,1003,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-11-14,2025-12-03,10,database
9327,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-03-09,2025-04-01,18,database
9273,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,2024-12-07,2025-01-05,16,database
9301,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-11-10,2024-11-23,8,database
9296,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-12-15,2025-01-11,18,database
9074,1003,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-06-19,2024-07-06,10,database
9368,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-02-12,2025-03-10,10,database
9233,1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,512,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,2024-12-08,2024-12-15,7,database
9200,1060,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2024-12-08,,2,database
9349,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-03-04,2024-04-02,6,database
9350,1080,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-06-22,2025-07-17,2,database
9345,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-03,2025-03-01,9,database
9195,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-22,2025-03-17,17,database
9325,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-01-11,,14,database
9245,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2024-12-13,2024-12-21,21,database
9146,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2025-02-23,2025-03-14,25,database
9379,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-12-18,2024-12-26,8,database
9374,1080,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2024-08-05,2024-08-12,2,database
9107,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,505,Letters to the Nile,Aya Hafez,Historical,216,2024.0,Oasis Books,2024-09-24,2024-10-12,17,database
9029,1005,Youssef,Halim,9.0,Maadi,Active,2024-05-05,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-03-07,2025-03-29,4,database
9108,1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-02,2025-02-27,17,database
9201,1055,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,531,Voices in the Library,Samir Zohdy,Friendship,272,2018.0,Oasis Books,2025-11-24,2025-12-16,3,database
9253,1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-06-15,2025-07-10,4,database
9334,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-12-20,2026-01-05,18,database
9160,1030,Reem,Osman,,Nasr City,Active,2025-04-01,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-06-20,2024-07-07,16,database
9180,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2024-07-27,2024-08-02,25,database
9344,1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-09-12,,7,database
9004,1013,Ziad,Fouad,,Maadi,Active,2025-06-27,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-07-27,2025-08-16,2,database
9224,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-05-25,,10,database
9235,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2024-02-16,,16,database
9118,1030,Reem,Osman,,Nasr City,Active,2025-04-01,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-05-12,,16,database
9381,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-05-30,2025-06-18,10,database
9071,1003,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2024-03-25,2024-04-09,10,database
9220,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-08-04,,16,database
9167,1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2025-12-24,2026-01-02,3,database
9320,1073,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-07-19,2025-08-13,3,database
9300,1061,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,528,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,2024-08-15,2024-09-02,10,database
9364,1077,Lina,Rashad,6.0,Shubra,Active,2023-07-08,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-08-18,2024-09-07,6,database
9035,1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-08-01,2024-08-23,7,database
9382,1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-02-26,2025-03-08,7,database
9133,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-05-28,2025-06-24,25,database
9276,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,514,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023.0,Cairo Young Readers,2025-06-28,2025-07-08,11,database
9104,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-05-15,,17,database
9367,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-03-19,2024-03-28,10,database
9373,1079,Rana,Osman,8.0,Shubra,Active,2024-10-27,508,The Quiet Observatory,Dalia Serry,Science,306,2011.0,Oasis Books,2024-03-20,2024-04-19,10,database
9217,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,530,The Sandstone Key,Sara Tantawy,Adventure,208,2012.0,Oasis Books,2024-04-07,,16,database
9022,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-11-14,2025-12-03,18,database
9065,1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,509,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011.0,Nile Press,2024-12-21,,7,database
9099,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,506,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,2025-10-10,2025-11-09,17,database
9109,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,512,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,2024-08-20,2024-09-14,25,database
9086,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-06-20,2024-06-29,17,database
9089,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-06-22,2025-07-22,18,database
9230,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-09-10,2025-10-07,11,database
9062,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,520,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009.0,Oasis Books,2024-07-28,2024-08-26,18,database
9076,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2025-12-12,2025-12-20,19,database
9265,1049,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-08-12,2024-09-10,2,database
9258,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2025-12-07,2025-12-21,11,database
9180,1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,529,Riddles of the Red Sea,Sara Tantawy,Mystery,298,,Cairo Young Readers,2024-07-27,2024-08-02,25,database
9203,1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-10-25,,10,database
9041,1010,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,506,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,2025-02-22,2025-03-19,18,database
9154,1030,Reem,Osman,,Nasr City,Active,2025-04-01,525,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015.0,Oasis Books,2025-05-18,2025-05-26,16,database
9285,1071,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-02-24,,2,database
9121,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,522,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,2025-02-24,2025-03-14,18,database
9244,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-04-23,2025-05-06,11,database
9275,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-09-21,2025-10-08,16,database
9215,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2024-02-07,,21,database
9268,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2025-06-16,2025-07-14,16,database
9314,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,522,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,2024-08-13,2024-09-02,14,database
9299,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,2024-01-04,2024-01-23,14,database
9353,1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,528,The Glass Beehive,Mona Kholoussy,Nature,114,2010.0,Delta House,2025-12-13,2025-12-30,9,database
9117,1026,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2025-09-13,,4,database
9212,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,512,The Cartographer's Cat,Farida Anwar,Adventure,238,2022.0,Delta House,2024-09-14,,21,database
9278,1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,506,The Paper Boat Club,Aya Hafez,Friendship,183,,Nile Press,2024-03-12,2024-04-02,16,database
9177,1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2024-01-18,,18,database
9044,1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,503,The Lantern Maker,Adel Roushdy,Historical,259,,Nile Press,2024-10-07,,17,database
9329,1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,513,Circuits for Beginners,Galal Mounir,Science,294,2021.0,Oasis Books,2025-03-06,,8,database
9078,1008,Ziad,Saleh,8.0,Maadi,active,2025-10-28,521,A Garden of Equations,Karim Elwy,Science,211,2024.0,Cairo Young Readers,2024-09-21,2024-10-12,19,database
9032,1011,Menna,Halim,8.0,Maadi,Active,2024-04-22,501,The Silver Kite,Amina Darwish,Adventure,128,2017.0,Nile Press,2024-11-24,2024-12-11,2,database
9289,1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,522,The Puzzle Merchant,Karim Elwy,Mystery,104,2016.0,Cairo Young Readers,2025-09-09,2025-09-19,14,database
9138,1039,Nada,Riad,7.0,Nasr City,active,,516,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010.0,Nile Press,2025-08-22,2025-08-31,2,database
9334,1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,507,Fossils and Fireflies,Dalia Serry,Science,160,2024.0,Nile Press,2025-12-20,2026-01-05,18,database
9306,1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,510,The Missing Metronome,Diaa Sultan,Mystery,134,2013.0,Cairo Young Readers,2024-08-03,2024-08-10,2,database
9239,1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-02-10,2025-02-22,11,database
9226,1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,519,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014.0,Nile Press,2025-03-18,,21,database
